id,latitude,longitude,location,vehicle_number,vehicle_type,description,violation_type,offence_code,created_datetime,closed_datetime,modified_datetime,device_id,created_by_id,center_code,police_station,data_sent_to_scita,junction_name,action_taken_timestamp,data_sent_to_scita_timestamp,updated_vehicle_number,updated_vehicle_type,validation_status,validation_timestamp
FKID033790,12.9277133,77.5863083,"11th Main Road, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL30774,CAR,,"[""NO PARKING""]",[113],2024-02-10 01:13:46+00,,2024-02-10 03:18:11.947806+00,FKDEV00306,FKUSR00305,25.0,Jayanagara,True,BTP225 - Geetha Junction,,,FKN00GL30774,CAR,rejected,2024-03-24 00:19:34.154+00
FKID041892,12.9285814,77.5911962,"Tilak Nagar Main Road, Corporation Layout, Tilak Nagar, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL37778,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-01 07:00:46+00,,2024-04-01 07:15:39.327643+00,FKDEV00791,FKUSR00759,25.0,Jayanagara,False,No Junction,,,,,,
FKID257274,12.9307121,77.5845194,"27th Cross Road, Geetha Colony, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL204646,OTHERS,,"[""WRONG PARKING""]",[112],2024-01-21 07:27:46+00,,2024-01-21 08:48:49.277012+00,FKDEV01363,FKUSR01297,25.0,Jayanagara,True,BTP219 - Canara Bank Junction,,,FKN00GL204646,OTHERS,rejected,2024-01-21 19:38:26.065+00
FKID211268,12.9272805,77.580676,"5th Main Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL171880,SCOOTER,,"[""WRONG PARKING""]",[112],2023-12-30 00:09:46+00,,2023-12-30 04:09:05.885517+00,FKDEV01006,FKUSR00965,25.0,Jayanagara,True,"BTP189 - New Diagonal Road, Jayanagar",,,FKN00GL171880,SCOOTER,approved,2023-12-30 22:47:12.667+00
FKID242605,12.9285233,77.5807083,"5th Main Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL194363,SCOOTER,,"[""NO PARKING""]",[113],2024-01-13 03:47:46+00,,2024-01-13 03:52:24.723849+00,FKDEV01122,FKUSR01069,25.0,Jayanagara,True,"BTP189 - New Diagonal Road, Jayanagar",,,FKN00GL194363,SCOOTER,rejected,2024-01-16 02:45:32.606+00
FKID219821,12.9278935,77.5810642,"Diagonal Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL178183,CAR,,"[""NO PARKING""]",[113],2023-12-30 06:19:46+00,,2023-12-30 07:02:47.47884+00,FKDEV01469,FKUSR01394,25.0,Jayanagara,True,"BTP189 - New Diagonal Road, Jayanagar",,,FKN00GL178183,CAR,approved,2024-01-02 00:13:29.44+00
FKID126444,12.9295221,77.5806603,"5th Main Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL81690,SCOOTER,,"[""NO PARKING""]",[113],2024-03-20 06:45:46+00,,2024-03-25 22:30:55.662604+00,FKDEV00755,FKUSR00728,25.0,Jayanagara,True,"BTP188 - 27th Cross, 4th Main, Jayanagar",,2024-04-12 15:19:33.906568+00,,,,
FKID137772,12.9289892,77.5816881,"6th C Main Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL114811,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2023-11-21 21:47:46+00,,2023-11-22 09:42:36.81669+00,FKDEV00542,FKUSR00506,25.0,Jayanagara,True,BTP220 - Puttanna Junction,,,FKN00GL114811,MOTOR CYCLE,approved,2023-11-22 22:08:59.666+00
FKID158616,12.9287086,77.5837325,"Sri Vinayaka Temple Road, Geeta Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL131694,PASSENGER AUTO,,"[""NO PARKING""]",[113],2023-11-14 05:19:46+00,,2023-11-14 05:53:28.008086+00,FKDEV01678,FKUSR01575,25.0,Jayanagara,True,BTP220 - Puttanna Junction,,,FKN00GL131694,PASSENGER AUTO,approved,2023-11-15 20:55:12.433+00
FKID129070,12.9286247,77.5853709,"10th A Main Road, BMTC Transport Complex, Block 4, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL107696,SCOOTER,,"[""NO PARKING"",""DEFECTIVE NUMBER PLATE""]","[113,116]",2024-03-27 01:53:46+00,,2024-03-27 02:01:58.365283+00,FKDEV00536,FKUSR00525,25.0,Jayanagara,True,BTP225 - Geetha Junction,,2024-04-13 18:02:58.393505+00,,,,
FKID233317,12.9167819,77.5969768,"Silk Board Double Decker Flyover, East End Circle, Jayanagar, Bengaluru, Karnataka. Pin-560069 (India)",FKN00GL187941,MOTOR CYCLE,,"[""NO PARKING"",""WRONG PARKING"",""PARKING ON FOOTPATH""]","[113,112,105]",2024-01-06 22:08:46+00,,2024-01-06 22:09:21.278419+00,FKDEV01437,FKUSR01366,25.0,Jayanagara,True,"BTP202 - East End Main Road, Jayanagar",,,FKN00GL187941,MOTOR CYCLE,created1,2024-01-08 01:06:45.783+00
FKID026676,12.9330521,77.5837496,"Elephant Rock Road, Da Ra Bendre Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL24616,SCOOTER,,"[""WRONG PARKING""]",[112],2024-02-07 06:30:46+00,,2024-02-07 06:31:40.543366+00,FKDEV00663,FKUSR00641,25.0,Jayanagara,True,BTP218 - Syndicate Bank Junction,,,,,,
FKID089749,12.9295753,77.580687,"5th Main Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL76970,MOPED,,"[""NO PARKING""]",[113],2024-03-05 04:21:46+00,,2024-03-05 04:25:29.444673+00,FKDEV01571,FKUSR01484,25.0,Jayanagara,True,"BTP188 - 27th Cross, 4th Main, Jayanagar",,,,,,
FKID253513,12.928615,77.5805976,"5th Main Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL199093,SCOOTER,,"[""NO PARKING""]",[113],2024-01-19 04:47:46+00,,2024-01-19 05:00:01.420189+00,FKDEV01122,FKUSR01069,25.0,Jayanagara,True,"BTP189 - New Diagonal Road, Jayanagar",,,FKN00GL199093,SCOOTER,approved,2024-01-19 22:07:11.555+00
FKID074398,12.9198052,77.5838272,"9th Main Road, Block 5, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",FKN00GL64670,CAR,,"[""WRONG PARKING""]",[112],2024-04-05 22:53:46+00,,2024-04-05 23:08:40.56866+00,FKDEV01006,FKUSR00965,25.0,Jayanagara,False,"BTP177 - Aurobindo Circle, ORR",,,,,,
FKID249143,12.9279341,77.5807507,"5th Main Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL199091,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-01-17 02:49:46+00,,2024-01-17 03:32:20.712879+00,FKDEV01571,FKUSR01484,25.0,Jayanagara,True,"BTP189 - New Diagonal Road, Jayanagar",,,FKN00GL199091,MOTOR CYCLE,approved,2024-01-17 22:31:04.053+00
FKID287474,12.928108,77.5806504,"5th Main Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL39902,MOTOR CYCLE,,"[""NO PARKING""]",[113],2023-12-25 23:21:46+00,,2023-12-26 00:15:59.995107+00,FKDEV00133,FKUSR00133,25.0,Jayanagara,True,"BTP189 - New Diagonal Road, Jayanagar",,,FKN00GL39902,MOTOR CYCLE,approved,2023-12-27 00:13:56.03+00
FKID203714,12.9286947,77.5819414,"Sri Vinayaka Temple Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL156804,CAR,,"[""NO PARKING""]",[113],2023-11-26 02:08:46+00,,2023-11-26 05:27:30.283312+00,FKDEV00306,FKUSR00305,25.0,Jayanagara,True,BTP220 - Puttanna Junction,,,FKN00GL156804,CAR,approved,2023-11-26 22:53:56.196+00
FKID236819,12.9365796,77.5841724,"Sri Nitturu Srinivasarao Road, Madhavan Circle, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL190363,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-01-09 01:15:46+00,,2024-01-09 19:00:57.079828+00,FKDEV00135,FKUSR00135,25.0,Jayanagara,True,BTP218 - Syndicate Bank Junction,,,FKN00GL190363,MOTOR CYCLE,processing,2024-01-09 19:01:53.776+00
FKID137020,12.9289421,77.580682,"5th Main Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL114176,MOTOR CYCLE,,"[""NO PARKING"",""DEFECTIVE NUMBER PLATE""]","[113,116]",2023-11-30 22:12:46+00,,2023-11-30 22:23:03.246668+00,FKDEV01571,FKUSR01484,25.0,Jayanagara,True,"BTP189 - New Diagonal Road, Jayanagar",,,FKN00GL114176,MOTOR CYCLE,approved,2023-12-03 02:28:18.454+00
FKID019443,12.9589589,77.6455735,"Golf Avenue Road, Muniallappa Garden, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL18253,MAXI-CAB,,"[""NO PARKING""]",[113],2024-01-11 21:40:46+00,,2024-01-11 21:49:58.115107+00,FKDEV00085,FKUSR00085,4.0,Jeevanbheemanagar,True,No Junction,,,FKN00GL18253,MAXI-CAB,approved,2024-01-14 06:53:14.76+00
FKID141962,12.9630236,77.6417055,"Domlur Inner Ring Road, Carlton Towers, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL118277,SCOOTER,,"[""NO PARKING""]",[113],2023-12-05 23:46:46+00,,2023-12-05 23:55:33.691623+00,FKDEV01011,FKUSR00970,4.0,Jeevanbheemanagar,True,"BTP148 - 17th Main, Doopanahalli Bus Stop",,,FKN00GL118277,SCOOTER,rejected,2023-12-12 02:25:20.579+00
FKID234894,12.9695586,77.6416048,"Domlur Inner Ring Road, Sony World Junction, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL28715,SCOOTER,,"[""WRONG PARKING""]",[112],2024-01-04 02:43:46+00,,2024-01-04 02:44:46.881158+00,FKDEV00024,FKUSR00024,4.0,Jeevanbheemanagar,True,No Junction,,,FKN00GL28715,SCOOTER,approved,2024-01-06 02:08:50.539+00
FKID104257,12.9603533,77.643225,"Old Airport Road, Carlton Towers, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL88517,MAXI-CAB,,"[""NO PARKING""]",[113],2024-03-21 23:29:46+00,,2024-03-21 23:57:29.573858+00,FKDEV00085,FKUSR00085,4.0,Jeevanbheemanagar,True,"BTP148 - 17th Main, Doopanahalli Bus Stop",,2024-04-08 22:08:20.89889+00,,,,
FKID112697,12.9744479,77.6468932,"Sir CV Raman Hospital Road, Colony 515, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",FKN00GL94654,CAR,,"[""NO PARKING"",""PARKING IN A MAIN ROAD""]","[113,107]",2024-03-03 22:53:46+00,,2024-03-03 23:10:12.66113+00,FKDEV01384,FKUSR01318,4.0,Jeevanbheemanagar,True,No Junction,,,,,,
FKID097166,12.971785,77.6581985,"Suranjan Das Road, Nada Prabhu Kempegowda Circle, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",FKN00GL82869,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-03-08 04:25:46+00,,2024-03-08 10:10:46.810662+00,FKDEV01479,FKUSR01299,4.0,Jeevanbheemanagar,True,No Junction,,2024-03-25 17:59:20.63725+00,,,,
FKID268215,12.984656,77.6456232,"Sir CV Raman Hospital Road, Aveda Meta, Binnamangala, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",FKN00GL212292,CAR,,"[""NO PARKING""]",[113],2024-03-08 19:07:46+00,,2024-03-08 19:43:08.014708+00,FKDEV01028,FKUSR00985,4.0,Jeevanbheemanagar,True,No Junction,,2024-03-25 18:29:24.942765+00,,,,
FKID024770,12.9602444,77.6489632,"Leela Palace Road, The Colonnade, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL23004,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-02-05 22:39:46+00,,2024-02-06 20:47:51.565957+00,FKDEV00085,FKUSR00085,4.0,Jeevanbheemanagar,True,No Junction,,,,,,
FKID277007,12.959308168283428,77.65581676910512,"Old Airport Road, Thimma Reddy Layout, Murugeshpalya, Bengaluru, Karnataka. Pin-560017 (India)",FKN00GL218339,CAR,,"[""PARKING IN A MAIN ROAD"",""NO PARKING""]","[107,113]",2024-02-25 22:11:46+00,,2024-02-28 23:30:35.663017+00,FKDEV00604,FKUSR00586,4.0,Jeevanbheemanagar,True,No Junction,,,FKN00GL218339,CAR,approved,2024-03-31 23:16:17.197+00
FKID193436,12.9595902,77.6486185,"Old Airport Road, Anjaneya Techno Park, ISRO Colony, Domlur, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL4717,PASSENGER AUTO,,"[""NO PARKING""]",[113],2023-11-24 22:11:46+00,,2023-11-24 22:37:24.941468+00,FKDEV00085,FKUSR00085,4.0,Jeevanbheemanagar,True,No Junction,,,FKN00GL4717,PASSENGER AUTO,approved,2023-11-25 22:27:16.021+00
FKID173687,12.9697614,77.6411725,"Domlur Inner Ring Road, Sony World Junction, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL143431,CAR,,"[""NO PARKING""]",[113],2023-12-10 00:31:46+00,,2023-12-10 01:14:07.552872+00,FKDEV00024,FKUSR00024,4.0,Jeevanbheemanagar,False,No Junction,,,,,,
FKID218559,12.9597111,77.6491422,"Old Airport Road, Manipal Hospital Junction, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL31938,MAXI-CAB,,"[""NO PARKING""]",[113],2024-01-02 21:37:46+00,,2024-01-02 22:16:45.323024+00,FKDEV00085,FKUSR00085,4.0,Jeevanbheemanagar,True,No Junction,,,FKN00GL31938,MAXI-CAB,created1,2024-01-08 05:29:04.669+00
FKID214913,12.9792809,77.6407311,"100 Feet Road, Sri Krishnappa Layout, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",FKN00GL174609,LGV,,"[""PARKING ON FOOTPATH"",""WRONG PARKING""]","[105,112]",2023-12-31 07:41:46+00,,2023-12-31 07:42:38.069068+00,FKDEV00398,FKUSR00394,4.0,Jeevanbheemanagar,True,No Junction,,,FKN00GL174609,LGV,rejected,2023-12-31 20:15:25.353+00
FKID252393,12.9715163,77.6581056,"Pusa Thippasandra Main Road, Nada Prabhu Kempegowda Circle, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",FKN00GL201276,SCOOTER,,"[""NO PARKING""]",[113],2024-01-19 00:43:46+00,,2024-01-19 00:50:15.111956+00,FKDEV00499,FKUSR00490,4.0,Jeevanbheemanagar,True,No Junction,,,FKN00GL201276,SCOOTER,approved,2024-01-20 00:28:26.531+00
FKID187791,12.9691941,77.6413826,"Domlur Inner Ring Road, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL23745,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2023-12-15 04:21:46+00,,2023-12-15 04:22:44.217516+00,FKDEV00024,FKUSR00024,4.0,Jeevanbheemanagar,True,No Junction,,,FKN00GL23745,MOTOR CYCLE,approved,2023-12-15 22:44:27.99+00
FKID135227,12.9685988,77.6499915,"Jeevan Bhima Nagar Main Road, Indian Airlines Staff Quarters, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL112722,CAR,,"[""PARKING IN A MAIN ROAD"",""NO PARKING""]","[107,113]",2023-12-02 00:51:46+00,,2023-12-02 00:59:44.149816+00,FKDEV00712,FKUSR00685,4.0,Jeevanbheemanagar,True,No Junction,,,FKN00GL112722,CAR,approved,2023-12-02 22:54:10.484+00
FKID224236,12.9664634,77.6416093,"Domlur Inner Ring Road, Dr BR Ambedkar Circle, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL181316,CAR,,"[""NO PARKING""]",[113],2024-01-06 08:45:46+00,,2024-01-06 08:58:27.528931+00,FKDEV01514,FKUSR01436,4.0,Jeevanbheemanagar,True,"BTP148 - 17th Main, Doopanahalli Bus Stop",,,FKN00GL181316,CAR,created1,2024-01-08 01:14:18.746+00
FKID082591,12.9775913,77.6389518,"9th A Main Road, Stage 3, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",FKN00GL71254,SCOOTER,,"[""PARKING IN A MAIN ROAD"",""NO PARKING""]","[107,113]",2024-03-01 22:00:46+00,,2024-03-01 22:14:31.857222+00,FKDEV01130,FKUSR01078,4.0,Jeevanbheemanagar,True,No Junction,,,,,,
FKID172395,12.9572873,77.6416459,"2nd Main Road, Ganapathy Colony, Domlur, Bengaluru, Karnataka. Pin-560071 (India)",FKN00GL142405,PASSENGER AUTO,,"[""NO PARKING""]",[113],2023-12-07 22:02:46+00,,2023-12-07 22:09:51.326181+00,FKDEV00054,FKUSR00054,4.0,Jeevanbheemanagar,True,No Junction,,,FKN00GL142405,PASSENGER AUTO,rejected,2023-12-09 01:23:20.763+00
FKID224343,12.9599225,77.6466488,"Old Airport Road, Prestige Leela Residency, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL181388,PASSENGER AUTO,,"[""NO PARKING""]",[113],2024-01-06 02:07:46+00,,2024-01-06 02:37:35.984147+00,FKDEV00085,FKUSR00085,4.0,Jeevanbheemanagar,True,No Junction,,,FKN00GL181388,PASSENGER AUTO,rejected,2024-01-06 22:23:26.33+00
FKID196032,12.971826,77.6581599,"Suranjan Das Road, Nada Prabhu Kempegowda Circle, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",FKN00GL160606,CAR,,"[""NO PARKING""]",[113],2023-12-19 02:27:46+00,,2023-12-19 02:42:29.742765+00,FKDEV00499,FKUSR00490,4.0,Jeevanbheemanagar,True,No Junction,,,FKN00GL160606,CAR,approved,2023-12-21 00:46:08.206+00
FKID245147,12.964487,77.6414757,"Domlur Inner Ring Road, Stage 2, Domlur, Bengaluru, Karnataka. Pin-560071 (India)",FKN00GL196276,SCOOTER,,"[""PARKING ON FOOTPATH"",""WRONG PARKING""]","[105,112]",2024-01-11 23:03:46+00,,2024-01-14 23:38:34.898014+00,FKDEV01009,FKUSR00968,4.0,Jeevanbheemanagar,True,"BTP148 - 17th Main, Doopanahalli Bus Stop",,,FKN00GL196276,SCOOTER,approved,2024-01-16 02:16:01.878+00
FKID247810,12.9782182,77.6287177,"Old Madras Road, Tamarikannan Junction, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL198169,SCOOTER,,"[""WRONG PARKING"",""DEFECTIVE NUMBER PLATE""]","[112,116]",2024-01-18 00:16:46+00,,2024-01-18 06:45:45.12594+00,FKDEV01418,FKUSR01151,4.0,Jeevanbheemanagar,True,No Junction,,,FKN00GL198169,SCOOTER,approved,2024-01-18 23:53:39.898+00
FKID085694,12.9824398,77.6402777,"2nd Main Road, New Binnamangla, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",FKN00GL73721,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-03-03 00:32:46+00,,2024-03-03 01:06:50.65637+00,FKDEV01669,FKUSR01567,4.0,Jeevanbheemanagar,True,No Junction,,,,,,
FKID165298,12.96954,77.636565,"12th A Main Road, Indiranagar ESI Hospital Junction, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",FKN00GL136736,CAR,,"[""NO PARKING""]",[113],2023-11-19 04:32:46+00,,2023-11-19 06:31:39.535115+00,FKDEV00365,FKUSR00361,4.0,Jeevanbheemanagar,True,No Junction,,,FKN00GL136736,CAR,approved,2023-11-19 19:52:55.631+00
FKID056875,12.9784214,77.6361074,"13th Cross Road, Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",FKN00GL50307,SCOOTER,,"[""PARKING ON FOOTPATH"",""NO PARKING"",""DEFECTIVE NUMBER PLATE""]","[105,113,116]",2024-02-20 06:51:46+00,,2024-02-20 06:58:17.058806+00,FKDEV01384,FKUSR01318,4.0,Jeevanbheemanagar,True,No Junction,,,,,,
FKID263935,12.9712232,77.6471478,"Sir CV Raman Hospital Road, The Junction, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL209387,CAR,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2024-01-21 01:41:46+00,,2024-01-21 01:46:29.148213+00,FKDEV00712,FKUSR00685,4.0,Jeevanbheemanagar,True,No Junction,,,FKN00GL209387,CAR,approved,2024-01-22 01:23:17.588+00
FKID226862,12.9660236,77.6414262,"Domlur Inner Ring Road, Dr BR Ambedkar Circle, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL183205,CAR,,"[""NO PARKING""]",[113],2024-01-04 08:28:46+00,,2024-01-04 08:58:23.377223+00,FKDEV01028,FKUSR00985,4.0,Jeevanbheemanagar,True,"BTP148 - 17th Main, Doopanahalli Bus Stop",,,FKN00GL183205,CAR,approved,2024-01-04 20:08:15.098+00
FKID120538,12.9589975,77.6455985,"Golf Avenue Road, Muniallappa Garden, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL100821,MAXI-CAB,,"[""NO PARKING""]",[113],2024-03-23 23:00:46+00,,2024-03-24 01:43:19.361614+00,FKDEV00085,FKUSR00085,4.0,Jeevanbheemanagar,True,No Junction,,2024-04-10 21:12:49.297669+00,,,,
FKID278727,12.9700201,77.6398263,"12th Main Road, Kittur Rani Chennamma Circle, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL219535,CAR,,"[""NO PARKING""]",[113],2024-03-10 00:10:46+00,,2024-03-10 23:39:08.668682+00,FKDEV00512,FKUSR00501,4.0,Jeevanbheemanagar,True,No Junction,,2024-03-27 21:10:42.059073+00,FKN00GL219535,CAR,approved,2024-03-30 07:05:18.295+00
FKID266666,12.9592426,77.6456337,"Golf Avenue Road, Anjaneya Techno Park, ISRO Colony, Domlur, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL25809,SCOOTER,,"[""NO PARKING"",""PARKING ON FOOTPATH""]","[113,105]",2024-01-15 23:55:46+00,,2024-01-15 23:57:13.167902+00,FKDEV00085,FKUSR00085,4.0,Jeevanbheemanagar,True,No Junction,,,FKN00GL25809,SCOOTER,approved,2024-01-17 05:02:14.57+00
FKID260975,12.9703877,77.6461535,"12th Main Road, The Junction, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL207261,CAR,,"[""NO PARKING""]",[113],2024-01-22 06:48:46+00,,2024-01-22 07:20:50.228448+00,FKDEV00512,FKUSR00501,4.0,Jeevanbheemanagar,True,No Junction,,,FKN00GL207261,CAR,approved,2024-01-23 22:49:25.9+00
FKID142789,12.9698601,77.6475272,"Sir CV Raman Hospital Road, The Junction, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL86339,CAR,,"[""WRONG PARKING""]",[112],2023-12-06 02:29:46+00,,2023-12-06 03:29:28.268857+00,FKDEV01009,FKUSR00968,4.0,Jeevanbheemanagar,True,No Junction,,,FKN00GL86339,CAR,approved,2023-12-06 22:16:42.663+00
FKID191959,12.9776609,77.6389481,"4th Cross Road, Stage 3, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",FKN00GL157447,MOTOR CYCLE,,"[""NO PARKING""]",[113],2023-12-15 05:37:46+00,,2023-12-15 05:55:56.291141+00,FKDEV00767,FKUSR00682,4.0,Jeevanbheemanagar,True,No Junction,,,FKN00GL157447,MOTOR CYCLE,approved,2023-12-17 01:39:16.473+00
FKID155103,12.9702345,77.6440833,"12th Main Road, Old Thippasandra, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL128973,CAR,,"[""PARKING IN A MAIN ROAD"",""NO PARKING""]","[107,113]",2023-12-02 01:42:46+00,,2023-12-03 02:38:20.318186+00,FKDEV00712,FKUSR00685,4.0,Jeevanbheemanagar,True,No Junction,,,FKN00GL128973,CAR,approved,2023-12-07 03:50:09.019+00
FKID157519,12.9664395,77.6415579,"Domlur Inner Ring Road, Dr BR Ambedkar Circle, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL130828,SCOOTER,,"[""NO PARKING""]",[113],2023-12-08 02:09:46+00,,2023-12-08 02:15:14.352721+00,FKDEV01011,FKUSR00970,4.0,Jeevanbheemanagar,True,"BTP148 - 17th Main, Doopanahalli Bus Stop",,,FKN00GL130828,SCOOTER,approved,2023-12-09 00:36:21.689+00
FKID048522,12.9783957,77.6366592,"Indiranagar Double Road, Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",FKN00GL43409,SCOOTER,,"[""NO PARKING""]",[113],2024-02-11 07:55:46+00,,2024-02-17 21:48:07.03418+00,FKDEV01384,FKUSR01318,4.0,Jeevanbheemanagar,True,No Junction,,,,,,
FKID092027,12.9714355,77.6581235,"Pusa Thippasandra Main Road, Nada Prabhu Kempegowda Circle, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",FKN00GL78754,PASSENGER AUTO,,"[""NO PARKING""]",[113],2024-03-06 05:07:46+00,,2024-03-06 05:14:37.806985+00,FKDEV01625,FKUSR01409,4.0,Jeevanbheemanagar,True,No Junction,,2024-03-23 00:56:03.985206+00,,,,
FKID008742,12.9784058,77.6403194,"Chinmaya Mission Hospital Road, KFC Circle, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",FKN00GL8292,CAR,,"[""NO PARKING""]",[113],2024-02-03 06:47:46+00,,2024-02-03 07:59:36.835665+00,FKDEV00220,FKUSR00220,4.0,Jeevanbheemanagar,True,No Junction,,,,,,
FKID215331,12.9700497,77.6395823,"12th Main Road, Kittur Rani Chennamma Circle, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL174934,CAR,,"[""NO PARKING""]",[113],2023-12-30 02:46:46+00,,2023-12-30 02:58:52.816836+00,FKDEV02548,FKUSR02279,4.0,Jeevanbheemanagar,True,No Junction,,,FKN00GL174934,CAR,approved,2023-12-30 22:48:58.32+00
FKID218560,12.9596333,77.6458433,"Golf Avenue Road, Anjaneya Techno Park, ISRO Colony, Domlur, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL177316,MAXI-CAB,,"[""NO PARKING""]",[113],2024-01-02 21:38:46+00,,2024-01-02 22:16:46.033899+00,FKDEV00085,FKUSR00085,4.0,Jeevanbheemanagar,True,No Junction,,,FKN00GL177316,MAXI-CAB,created1,2024-01-08 05:28:51.772+00
FKID075854,12.9717505,77.6581125,"Pusa Thippasandra Main Road, Nada Prabhu Kempegowda Circle, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",FKN00GL65854,SCOOTER,,"[""NO PARKING""]",[113],2024-02-27 07:08:46+00,,2024-02-27 07:32:37.373226+00,FKDEV00499,FKUSR00490,4.0,Jeevanbheemanagar,True,No Junction,,,,,,
FKID152251,12.9638993,77.6415177,"Domlur Inner Ring Road, Baba Saheb Colony, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL126720,MOTOR CYCLE,,"[""NO PARKING""]",[113],2023-11-12 04:30:46+00,,2023-11-14 02:15:28.280214+00,FKDEV02651,FKUSR02354,4.0,Jeevanbheemanagar,True,"BTP148 - 17th Main, Doopanahalli Bus Stop",,,FKN00GL126720,MOTOR CYCLE,approved,2023-11-16 01:32:35.911+00
